item_seq,efficacy,usage_method,warning,caution,interaction,side_effect,storage
201206834,이 약은 남성 성기 촉각의 예민성 감소에 사용합니다.,성교 5~15분전에 크림으로서 0.25~0.66 g(리도카인으로서 23~62 mg)을 도포합니다.용량과 적용 시간은 개인에 따라 다르며 최저유효량을 사용하되 24시간 이내에 최대 2 g(리도카인으로서 184 mg)을 초과하여 투여하지 않습니다.,,"이 약 또는 기타의 아미드계 국소마취제에 과민증 환자, 적용 부위에 외상 또는 염증 환자, 상대방이 임신중인 경우는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 간‧신질환, 프로필렌글리콜에 과민증 환자는 의사 또는 약사와 상의하십시오.외용으로만 사용하십시오.눈 또는 코에 사용하지 마십시오.동일한 부위에 연속해서 도포하지 않는 것이 바람직합니다.",,본인 또는 상대방에 발진 또는 자극이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.
201206820,"이 약은 심근경색, 뇌경색, 불안정형 협심증에서 혈전 생성 억제와 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제와 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소에 사용합니다.","성인은 1회 1정, 1일 1회 복용합니다.

이 약은 장용정이므로 충분한 물과 함께 식전에 복용할 수 있습니다.",,"이 약 또는 다른 살리실산제제, 진통제, 소염제, 항류마티스제에 대한 과민증 환자, 소화성궤양, 아스피린천식 또는 경험자, 혈우병, 심한 간장애, 심한 신장애, 심한 심기능부전, 출혈경향, 일주일 동안 메토트렉세이트 15밀리그람(15 mg/주) 이상의 용량을 병용 투여하는 환자, 임신 3기에 해당하는 임부는 복용하지 마십시오. 임신 1기와 2기에는 반드시 필요한 경우가 아니라면 이 약을 복용하지 마십시오.

이 약을 사용하기 전에 신장애, 심혈관 순환기능이상(신혈관 질환, 울혈성 심부전, 체액감소, 큰 수술, 패혈증 또는 주요 출혈사고 등), 간장애, 심기능 이상, 기관지천식, 수술전의 환자, 3세 이하의 유아, 고령자, 포도당-6-인산염 탈수소효소(G6PD)결핍 환자, 레이증후군, 14세 이하의 수두 또는 인플루엔자 감염 환자, 통풍 환자는 의사 또는 약사와 상의하십시오.

출혈의 위험이 있으므로 수술(치과수술 포함)을 하는 경우에는 의사에게 이 약을 복용하고 있음을 알리십시오.

이 약의 장용피막을 파손하지 않도록 유의하십시오.","다른 비스테로이드성 소염진통제 및 살리실산 제제, 일주일 동안 메토트렉세이트 15밀리그람(15mg/주) 이상의 용량은 이 약과 병용 투여 시 출혈이 증가되거나 신기능이 감소될 수 있으므로 함께 사용하지 않습니다.

항응고제, 이부프로펜, 나프록센 등 일부 비스테로이드성 소염진통제, 혈전용해제, 다른 혈소판응집억제제, 지혈제, 당뇨병치료제(인슐린제제, 톨부타미드 등), 요산배설촉진제(벤즈브로마론, 프로베네시드), 티아지드계 이뇨제, 리튬제제, 선택적 세포토닌 재흡수 억제제, 디곡신, 전신 작용 부신피질호르몬 제제(애디슨병 대체요법용 히드로코티손 제외), 안지오텐신 전환 효소 억제제, 발프로산 제제, 비스테로이드성 소염진통제(NSAIDs) 및 살리실산 제제를 복용하는 사람은 의사 또는 약사와 상의하십시오.

알칼리제제(예: 탄산수소나트륨, 탄산마그네슘) 또는 습기가 차기 쉬운 제제와 함께 섞지 마십시오.

알코올과 병용 투여 시 위장관 점막 손상이 증가하고, 이 약과 알코올의 상승효과로 인해 출혈시간이 연장될 수 있습니다.","쇽 증상(예: 호흡곤란, 전신조홍, 혈관부종, 두드러기), 천식발작, 과민증(홍반, 간지러움, 코막힘, 심장-호흡기 장애, 때때로 발진, 부종, 두드러기, 비염양 증상, 결막염), 드물게 독성표피괴사용해(리엘증후군), 호산구 증가 및 전신 증상 동반 약물 반응(DRESS 증후군), 피부점막안증후군(스티븐스-존슨증후군), 박탈성피부염, 재생불량성빈혈, 빈혈, 백혈구감소, 혈소판감소, 혈소판기능 저하(출혈시간의 지연), 귀에서 소리가 남, 귀 먹음, 어지러움, 두통, 흥분, 간장애, 매우 드물게 일시적인 간손상, 신장애, 급성신부전, 과호흡, 대사성 산증, 과도한 체온강하, 허탈, 사지냉각 등이 나타나는 경우 즉시 복용을 중지하고 의사 또는 약사와 상의하십시오.

식욕부진, 가슴쓰림, 위통, 구역, 구토 등이 나타날 수 있습니다.","습기를 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201206888,"이 약은 백선(족부백선, 수부백선, 고부백선(완선), 체부백선), 피부칸디다증, 어루러기, 조갑(손톱, 발톱) 진균증에 사용합니다.","피부진균증에 사용하는 경우 1일 1회(가능하면 취침시) 환부를 깨끗이 닦고 완전히 건조시킨 후 환부 및 그 주위의 피부에 얇게 바르고 부드럽게 문지르십시오.조갑(손톱, 발톱) 진균증에 사용하는 경우 손톱, 발톱을 짧게 깎고, 1일 1회(가능하면 취침시) 또는 필요에 따라 1일 2회(아침, 저녁) 얇게 바릅니다. 재발 방지를 위해 모든 증상이 소실된 후에도 약 2주간 더 사용합니다.",,"이 약에 과민증 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 소아는 의사 또는 약사와 상의하십시오.의사의 지시가 없는 한 밀봉붕대법 또는 포장법을 사용하지 마십시오.칸디다증일 경우에 산성 비누를 사용하지 마십시오.이 약은 외용으로만 적용하십시오.급성염증 또는 노출된 상처 부위에는 사용하지 마십시오.눈, 코, 입 및 다른 점막에 닿지 않도록 주의하십시오.",다른 국소 적용 약물과 함께 사용 시 의사 또는 약사와 상의하십시오.,"드물게 작열감, 찔린 상처, 건조감, 홍반, 가려움, 국소자극 등이 나타날 수 있습니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.
201206882,"이 약은 감기의 여러 증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 2정씩, 1일 3회 식후 30분에 복용합니다.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 간손상을 일으킬 수 있습니다.

매우 드물게 치명적일 수 있는 급성전신발진고름물집증, 스티븐스-존슨증후군, 독성표피괴사용해와 같은 중대한 피부반응이 보고되었고 이 약 복용 후 피부발진 또는 다른 과민반응의 징후가 나타나는 경우 즉시 복용을 중단하십시오.

아세트아미노펜으로 일일 최대 용량(4,000 mg)을 초과하여 복용하지 마십시오. 간손상을 일으킬 수 있습니다. 아세트아미노펜을 포함하는 다른 제품과 함께 복용하지 마십시오.","이 약에 과민증 환자 및 경험자, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 2세 미만의 소아, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아 및 만 15세 미만의 어린이, 알레르기 체질, 약에 의한 알레르기 증상(예: 발열, 발진, 관절통, 천식, 가려움증 등) 경험자, 간장질환, 신장질환, 심장질환, 갑상선질환, 당뇨병, 고혈압, 부종, 위십이지장궤양, 고령자, 몸이 약한 사람 또는 고열이 있는 사람, 속쓰림, 위부불쾌감, 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양, 출혈문제를 가지고 있는 사람, 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부, 황색4호 과민증 또는 알레르기 반응 경험자는 의사 또는 약사와 상의하십시오.

5~6회 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.","진해거담제, 다른 감기약, 해열진통제, 진정제, 항히스타민제를 함유하는 내복약(비염용 경구제, 멀미약, 알레르기용약), 플루클록사실린과 함께 복용하지 마십시오. 

바르비탈계 약물, 삼환계 항우울제 및 알코올, 당뇨약, 통풍약, 관절염약, 항응고제, 스테로이드제와 함께 복용 시 의사 또는 약사와 상의하십시오.

복용 중에는 음주하지 마십시오.","발진·발적(충혈되어 붉어짐), 가려움, 구역·구토, 식욕부진, 변비, 어지러움, 불안, 떨림, 불면, 고음이온차 대사성 산증, 드물게 쇽 증상(복용후 바로 두드러기, 부종(부기), 가슴답답함 등과 함께 안색이 창백하고, 손발이 차고, 식은땀, 숨쉬기 곤란함), 피부점막안증후군(스티븐스-존슨증후군), 독성표피괴사용해(리엘증후군: 고열을 동반하고, 발진·발적, 화상과 같이 물집이 생기는 등의 심한 증상), 천식, 전신의 나른함, 황달(피부 또는 눈의 흰자위가 황색을 띄게 됨), 간질성폐렴(기침을 동반하고, 숨이 차고, 호흡곤란, 발열) 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201206987,"이 약은 결막염, 다래끼, 눈꺼풀의 짓무름, 눈의 가려움에 사용합니다.","1회 1~3방울씩, 1일 3~6회 점안합니다.",,"이 약을 사용하기 전에 눈의 통증이 심한 사람, 설파제 및 안약에 의한 알레르기 증상 경험자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

장기간 계속하여 사용하지 마십시오.

이 약은 점안용으로만 사용하십시오.

소프트콘택트렌즈의 장착액 또는 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.

용기의 끝이 눈꺼풀 및 속눈썹에 닿으면 눈곱이나 곰팡이 등에 의해 약액이 오염 또는 혼탁(흐림)될 수 있으므로 주의하고 혼탁(흐림)된 것은 사용하지 마십시오.

오염을 방지하기 위해 가능한 공동으로 사용하지 마십시오.

3~4일간 사용하여도 증상의 개선이 없을 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",,"눈의 충혈, 가려움, 부기 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201206916,"이 약은 감기의 여러 증상(인후통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화에 사용합니다.","만 15세 이상 및 성인은 1회 1정씩, 1일 3회 식후 30분에 복용합니다.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 간손상을 일으킬 수 있습니다.

매우 드물게 치명적일 수 있는 급성전신발진고름물집증, 스티븐스-존슨증후군, 독성표피괴사용해와 같은 중대한 피부반응이 보고되었고 이 약 복용 후 피부발진 또는 다른 과민반응의 징후가 나타나는 경우 즉시 복용을 중단하십시오.

아세트아미노펜으로 일일 최대 용량(4,000 mg)을 초과하여 복용하지 마십시오. 간손상을 일으킬 수 있습니다. 아세트아미노펜을 포함하는 다른 제품과 함께 복용하지 마십시오.","이 약에 과민증 환자 및 경험자, 다른 해열진통제, 감기약 복용 시 천식 경험자, 만 2세 미만의 소아, MAO억제제(항우울제, 항정신병제, 감정조절제, 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람은 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아 및 만 15세 미만의 어린이, 알레르기 체질, 약에 의한 알레르기 증상(예: 발열, 발진, 관절통, 천식, 가려움증 등) 경험자, 간장질환, 신장질환, 심장질환, 갑상선질환, 당뇨병, 고혈압, 부종, 위십이지장궤양, 고령자, 몸이 약한 사람 또는 고열이 있는 사람, 속쓰림, 위부불쾌감, 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양, 출혈문제를 가지고 있는 사람, 임부 또는 임신하고 있을 가능성이 있는 여성, 수유부, 황색4·5호 과민증 또는 알레르기 반응 경험자는 의사 또는 약사와 상의하십시오.

5~6회 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.","진해거담제(가래약), 다른 감기약, 해열진통제, 진정제, 항히스타민제를 함유하는 내복약(비염용 경구제, 멀미약, 알레르기용약), 플루클록사실린과 함께 복용하지 마십시오. 

바르비탈계 약물, 삼환계 항우울제, 알코올, 당뇨약, 통풍약, 관절염약, 항응고제, 스테로이드제와 함께 복용 시 의사 또는 약사와 상의하십시오.

복용 중에는 음주하지 마십시오.","발진·발적(충혈되어 붉어짐), 가려움, 구역·구토, 식욕부진, 변비, 부종, 어지러움, 불안, 떨림, 불면, 고음이온차 대사성 산증, 드물게 쇽 증상(복용후 바로 두드러기, 가슴답답함 등과 함께 안색이 창백하고, 손발이 차고, 식은땀, 숨쉬기 곤란함), 피부점막안증후군(스티븐스-존슨증후군), 독성표피괴사용해(리엘증후군: 고열을 동반하고, 발진·발적, 화상과 같이 물집이 생기는 등의 심한 증상이 전신피부, 입이나 눈점막에 나타남), 천식, 전신의 나른함, 황달(피부 또는 눈의 흰자위가 황색을 띄게 됨), 간질성폐렴(기침을 동반하고, 숨이 차고, 호흡곤란, 발열) 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201206997,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후) 체력 저하 시, 노년기의 비타민 E, B1, B2, B6, C의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등) 증상의 완화, 각기ㆍ눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈ㆍ비출혈(코피) 예방에 사용합니다.","만 12세 이상 및 성인은 1회 1정씩, 1일 2회(아침, 저녁) 복용합니다.",,"이 약에 과민증 환자, 만 12개월 미만의 젖먹이는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 고옥살산뇨증(요중에 과량의 수산염이 배설되는 상태), 임부 및 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 소화성궤양, 만성궤양성대장염, 국한성대장염 등의 위장질환, 심장ㆍ순환기계기능장애, 신장장애, 저단백혈증, 통풍 또는 신장결석, 황색5호 과민증이 있는 환자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

요를 황색으로 변하게 하여 임상검사치에 영향을 주거나 요검사 시에 혈당의 검출을 방해할 수 있습니다.

1개월 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","인산염, 칼슘염, 경구용 테트라사이클린계 제제, 제산제, 레보도파와 함께 복용하지 마십시오.

에스트로겐을 포함한 경구용 피임제, 항알도스테론제, 트리암테렌과 함께 복용 시 의사 또는 약사와 상의하십시오.

녹차, 홍차 등 탄닌을 함유하는 차는 복용 중, 복용 전후에는 피하십시오.","위부불쾌감, 설사, 변비, 발진, 발적(충혈되어 붉어짐), 구역, 구토, 묽은 변, 피부염, 땀ㆍ호흡 시 악취, 탈모, 조급증, 생리가 예정보다 빨라지거나 양이 점점 많아질 수 있으며즉, 출혈이 오래 지속될 경우 복용을 각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201207054,"이 약은 임신∙수유기, 발육기, 노년기의 비타민 D, E의 보급과 뼈, 이의 발육불량, 구루병의 예방에 사용합니다.","만 12세 이상 및 성인은 1회 1캡슐씩, 1일 1회 복용합니다.",,"이 약에 과민증 환자, 만 3개월 미만의 젖먹이, 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태), 유육종증(원인을 알 수 없는 전신 염증질환), 신장질환, 신장결석 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 만 1세 미만의 젖먹이, 햇빛을 많이 보고 정상적인 식사를 하는 어린이, 임부 및 임신하고 있을 가능성이 있는 여성, 수유부, 미숙아, 유아, 신장결석 경험자, 혈전(혈관 막힘)성 소인이 있는 환자는 의사 또는 약사와 상의하십시오.

정해진 용법과 용량을 잘 지키십시오.

어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.

1개월 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",에스트로겐을 포함한 경구용 피임제와 함께 복용 시 의사 또는 약사와 상의하십시오.,"구역, 구토, 설사, 위부불쾌감, 설사, 변비, 발진, 발적, 생리가 예정보다 빨라지거나 양이 점점 많아지고, 출혈이 오래 지속되는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201207362,"이 약은 족부백선(무좀, 한포상백선), 고부백선(대퇴부백선)(완선(사타구니백선)), 서혜부백선, 체부백선(도장 부스럼, 소수포성 반상백선), 수부백선 등 피부사상균증(백선)에 사용합니다.",1일 1회(저녁) 환부에 적당량 바릅니다.치료기간은 균의 종류나 환부의 위치에 따라 다르나 보통 최소 2~3주간 사용합니다.,,"이 약에 과민증 환자, 영·유아 및 소아, 임부, 수유부는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 프로필렌글리콜에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.눈, 귀 및 점막에 사용하지 마십시오.",,"전신 혹은 국소알레르기 반응이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.드물게 피부 자극감, 홍반, 가려움, 피부 화끈감, 접촉성 피부염이 나타날 수있습니다.",30℃ 이하에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.
201207692,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 비타민 B1, B2, B6의 보급과 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화, 각기, 눈의 피로에 사용합니다.","만 8세 이상 어린이 및 성인은 1회 1정씩, 1일 1회 복용합니다.",,"이 약에 과민증 환자, 만 3개월 미만의 젖먹이는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 만 1세 미만의 젖먹이, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 미숙아, 유아, 폴산이 부족한 환자, 황색5호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.",레보도파와 함께 복용하지 마십시오.,"구역, 구토, 묽은 변 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.
201208256,"이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.","만 12세 이상 및 성인은 1회 2정(1 g)씩, 1일 3회 식후 30분~1시간에 씹어서 복용합니다.

필요시 취침 전에 1회 더 복용할 수 있습니다.",,"이 약에 과민증, 알츠하이머병, 치질, 체액 저류(부기), 임신 중독증, 설사, 진단되지 않은 소화 기관 출혈 환자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 신장애, 신체 허약자, 인 함량이 낮은 식이요법 실시자, 소화흡수장애가 있는 사람, 고령자, 혈액구토 또는 흑색대변 등과 같은 소화기관 출혈 증상이 있는 환자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상담하십시오.

정해진 용법과 용량을 잘 지키십시오.

어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.

2주 정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","테트라사이클린계 항생물질과 함께 복용하지 마십시오.

비스테로이드 소염진통제, 궤양 치료제, 디기탈리스 제제, 클로르프로마진, 란소프라졸, 프레드니솔론, 페니실린, 퀴놀론, 철(Fe)염 제제, 살리실산염 등과 함께 복용 시 의사 또는 약사와 상의하십시오.","변비, 설사 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
201207377,"이 약은 만성 다발성 관절염, 류마티스 관절염, 관절증, 강직척추염, 외상 및 수술 후 통증성 부종 또는 염증, 염증, 통증 및 발열을 수반하는 감염증의 치료보조에 사용합니다.","성인은 1회 1정(300 mg)씩, 1일 2~4회 복용합니다. 단, 1일 4정(1,200 mg)을 초과하지 않습니다.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 위장출혈을 일으킬 수 있습니다.

이 약 복용 시 치명적일 수 있는 중대한 심혈관계 혈전 반응, 심근경색증 및 뇌졸중의 위험이 증가하며, 위장관 출혈, 궤양 및 천공 등 심각한 위장관계 이상반응이 나타날 수 있습니다.","이 약에 과민증 환자, 위장관궤양 또는 경험자, 위장관이나 뇌혈관 또는 다른 부위의 출혈, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능부전, 심한 고혈압, 기관지 천식 또는 경험자, 아스피린이나 다른 비스테로이드성 소염진통제에 천식, 두드러기 또는 알레르기 반응 경험자, 관상동맥(심장동맥) 우회로술(CABG) 전후 통증치료 환자, 임신 6개월 이상의 임부, 수유부, 크론병 또는 궤양성대장염과 같은 염증성장질환 환자, 이전의 비스테로이드성 소염진통제 치료로 인해 위장관 출혈 또는 천공 경험자는 이 약을 복용하지 마십시오.

이 약을 복용하기 전에 혈액이상 또는 경험자, 출혈경향이 있는 환자, 간장애 또는 경험자, 신장애 또는 경험자, 체액저류(체액고임) 또는 심부전 환자, 고혈압, 과민증 경험자, 전신성 홍반성 루푸스(SLE) 및 혼합결합조직질환(MCTD), 고령자, 6세 이상의 어린이, 위암, 알코올중독 환자, 임신 초·중기의 임부 및 임신하고 있을 가능성이 있는 여성, 허혈심장병, 말초동맥 질환, 뇌혈관 질환, 심혈관 질환의 위험인자가 있는 환자(예, 고혈압, 고지혈증, 당뇨병, 흡연), 간성 포르피린증, 혈액부족을 초래한 중대한 외과수술, 혈액응고장애가 있거나 항응고제를 투여받고 있는 환자는 의사 또는 약사와 상의하십시오.

약물투여의 중요성을 고려하여 수유를 중단하거나 약물투여를 중단하십시오.

이 약 복용 후 어지러움 또는 피로가 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.

급성질환에 장기 복용할 경우에는 원칙적으로 5일 이내로 합니다.","아스피린, 다른 비스테로이드성 소염진통제, 항암요법으로 사용하는 고용량(15 mg/주 이상)의 메토트렉세이트와 함께 복용하지 마십시오.

이 약을 복용하기 전에 코르티코스테로이드, 알코올, 디곡신, 페니토인, 프로베네시드, 설핀피라존, 설포닐우레아제, ACE 억제제, 안지오텐신Ⅱ 수용체 길항제, 이뇨제, 리튬, 쿠마린계 항응고제(와르파린 등), 바클로펜, 면역억제제(시클로스포린, 타크로리무스, 시롤리무스), 혈전용해제, 티클로피딘, 항혈전제, 혈중 칼륨농도를 증가시키는 약물(트리메토프림, 헤파린 등), CYP2C8, CYP2C9의 유도제(예, 리팜피신, 페노바르비탈), 저용량(15 mg/주 미만)의 메토트렉세이트, 항혈소판제 및 선택적 세로토닌 재흡수 억제제, 심근경색이나 뇌졸중 예방목적으로 저용량 아스피린을 복용하는 사람은 의사 또는 약사와 상의하십시오.","때때로 식욕부진, 구역, 구토, 복통, 위부불쾌감, 혈관부종, 발진, 두드러기, 가려움, 자색반, 비염, 기관지경련, 급성 폐렴, 불안, 안절부절, 착란, 우울증, 드물게 쇽(흉부불쾌감, 오한, 호흡곤란, 혈압저하 등), 재생불량성빈혈, 용혈성빈혈, 과립백혈구감소, 백혈구감소, 무과립증, 범혈구감소, 혈소판감소, 혈소판기능저하(출혈시간 연장), 호산구중가 등의 혈액장애, 소화불량, 복부팽만, 속쓰림, 상복부의 통증, 설사나 변비, 식도염, 식도협착, 게실악화, 비특이성 출혈성 대장염, 궤양성 대장염 또는 크론병, 소화성궤양 위장출혈, 천공, 혈변, 위염, 췌장염, 피부점막안증후군(스티븐스-존슨 증후군) 및 독성표피괴사용해(리엘증후군), 천식발작의 유발, 습진, 아나필락시스 반응, 광민감반응, 황달, ALT 상승, AST 상승, ALP 상승, 간기능 이상, 간염, 황달, 무시, 암침 등의 시각장애, 난청, 이명, 미각이상, 피로, 졸음, 두통, 어지러움, 무균성 수막염, 심한 두통, 구역, 구토, 불면, 목이 뻣뻣함, 발열 또는 의식장애, 정신이상, 초조, 흥분, 방향감각장애, 가역성 독성약시, 드물게 혈압저하, 혈압상승, 심계항진, 핍뇨, 혈뇨, 요단백, BUN, 혈중 크레아티닌의 상승, 고칼륨혈증, 요량감소, 전신부종 및 이에 수반한 숨가쁨, 나른함, 신장유두괴사, 신증후군, 간질신장염, 말초부종, 급성 폐부종, 체액저류, 고혈압, 심부전, 여성의 생식능력 감소, 매우 드물게 구갈, 구내염, 다형홍반, 전신성 홍반성 루푸스(SLE), 탈모, 안와주위부종, 권태감, 발열, 코피, 염증악화, 빈도불명의 호산구 증가 및 전신 증후군을 동반한 약물 발진(DRESS 증후군), 코니스 증후군 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.

어린이의 손이 닿지 않는 곳에 보관하십시오."
